Product Name,Article Number,Part Number
EBC-3330G-J1900-barebone A.1,20010-000067-A.1,20010-000067-A.1
EBC-3330R-ISO-J1900-barebone A.1,20010-000068-A.1,20010-000068-A.1
EBC-3330R-ISO-E3815-barebone A.1,20010-000069-A.1,20010-000069-A.1
EBC-3330N-E3826-barebone A.1,20010-000070-A.1,20010-000070-A.1
EBC-3330R-E3826-barebone A.1,20010-000071-A.1,20010-000071-A.1
EBC-3330L-E3826-barebone A.1,20010-000072-A.1,20010-000072-A.1
EBC-3330U-E3826-barebone A.1,20010-000073-A.1,20010-000073-A.1
EBC-3330R-ISO-E3826-barebone A.1,20010-000074-A.1,20010-000074-A.1
EBC-3330N-E3845-barebone A.1,20010-000075-A.1,20010-000075-A.1
EBC-3330G-E3826-barebone A.1,20010-000077-A.1,20010-000077-A.1
TPC-5215-J1900-barebone A.1,20010-000078-A.1,20010-000078-A.1
TPC-5220-J1900-barebone A.1,20010-000079-A.1,20010-000079-A.1
EBC-3370N-barebone WV A.1,20010-000080-A.1,20010-000080-A.1
System-Assy TOUCHSCREEN Infigo 500 A-I500-030 A.0,20010-000081-A.0,20010-000081-A.0
System-Assy TOUCHSCREEN Infigo 500 A-I500-030 X.0,20010-000081-X.0,20010-000081-X.0
System-Assy TOUCHSCREEN Infigo 500 A-I510-030 A.0,20010-000083-A.0,20010-000083-A.0
System-Assy TOUCHSCREEN Infigo 500 A-I510-030 X.0,20010-000083-X.0,20010-000083-X.0
System-Assy TOUCHSCREEN Infigo 500 A-I510-021 A.0,20010-000084-A.0,20010-000084-A.0
System-Assy TOUCHSCREEN Infigo 500 A-I510-021 X.0,20010-000084-X.0,20010-000084-X.0
System-Assy TOUCHSCREEN Infigo 500 A-I700-000 X.0,20010-000085-X.0,20010-000085-X.0
conga-TS170/i5-6440EQ aGE1 A.0,20010-000089-A.0,20010-000089-A.0
conga-TS170/i5-6440EQ aGE1 B.0,20010-000089-B.0,20010-000089-B.0
conga-TS170/i5-6440EQ aGE1 B.1,20010-000089-B.1,20010-000089-B.1
conga-TS170/i5-6440EQ aGE1 B.2,20010-000089-B.2,20010-000089-B.2
conga-TS170/i5-6440EQ aGE1 B.3,20010-000089-B.3,20010-000089-B.3
conga-TC87/i5-4300U aHYD1 A.0,20010-000090-A.0,20010-000090-A.0
conga-TC87/i5-4300U aHYD1 A.1,20010-000090-A.1,20010-000090-A.1
conga-TW77/1047UE aGWX2 A.1,20010-000091-A.1,20010-000091-A.1
conga-TW77/1047UE aGWX2 A.2,20010-000091-A.2,20010-000091-A.2
conga-TC97/3765U aIMT1 A.0,20010-000092-A.0,20010-000092-A.0
conga-TC97/3765U aIMT1 A.1,20010-000092-A.1,20010-000092-A.1
Midi-Aries case prototype X.0,20010-000094-X.0,20010-000094-X.0
Midi-Aries case prototype 配件包 X.0,20010-000095-X.0,20010-000095-X.0
Eagle case prototype X.0,20010-000096-X.0,20010-000096-X.0
"NIAGARA 32822, SHEET METAL, ASSY - Rev E7",20010-000097-E.7,20010-000097-E.7
EBC-3330R-J1900 for Yinsmart A.1,20010-000098-A.1,20010-000098-A.1
conga-TW77/1020E aGWX1 A.0,20010-000099-A.0,20010-000099-A.0
conga-TW77/1020E aGWX1 A.2,20010-000099-A.2,20010-000099-A.2
conga-TS170/i3-6100E aGE1 B.0,20010-000100-B.0,20010-000100-B.0
conga-TS170/i3-6100E aGE1 B.1,20010-000100-B.1,20010-000100-B.1
conga-TS170/i3-6100E aGE1 B.2,20010-000100-B.2,20010-000100-B.2
conga-TS170/i3-6100E aGE1 B.3,20010-000100-B.3,20010-000100-B.3
conga-TC170/i5-6300U VGA aOMR1 A.0,20010-000101-A.0,20010-000101-A.0
conga-TS170/i3-6100E aGE2 A.0,20010-000102-A.0,20010-000102-A.0
conga-TS170/i3-6100E aGE2 A.1,20010-000102-A.1,20010-000102-A.1
conga-TS170/i3-6100E aGE2 A.2,20010-000102-A.2,20010-000102-A.2
conga-TS170/i3-6100E aGE2 A.3,20010-000102-A.3,20010-000102-A.3
U7-300 A.0 ME BOM (housing set),20010-000103-A.0,20010-000103-A.0
U7-300T A.0 ME BOM (housing set),20010-000104-A.0,20010-000104-A.0
U7-300JT A.0 ME BOM (housing set),20010-000105-A.0,20010-000105-A.0
conga-TS170/i3-6100E aGE3 A.0,20010-000106-A.0,20010-000106-A.0
conga-TS170/i3-6100E aGE3 A.1,20010-000106-A.1,20010-000106-A.1
conga-TS170/i3-6100E aGE3 A.2,20010-000106-A.2,20010-000106-A.2
EBC-3330L-J1900-7L-432M-Adap A.1,20010-000107-A.1,20010-000107-A.1
EBC-3311-J1900-464M A.0,20010-000108-A.0,20010-000108-A.0
EBC-3330R-J1900-2ISOCAN A.1,20010-000109-A.1,20010-000109-A.1
RCC-1310-i7-6700TE-8-DVD A.1,20010-000110-A.1,20010-000110-A.1
ICTC-PANEL BOX PC-barebone X.0,20010-000111-X.0,20010-000111-X.0
01-MINIFP.130 without PSU 02-ASY107.100,20010-000112-130,20010-000112-130
QCB-35I Ver:A.1 With Packing,20010-000113-A.1,20010-000113-A.1
QCB-35I Ver:A.2 With Packing,20010-000113-A.2,20010-000113-A.2
QCB-35I Ver:A.3 With Packing,20010-000113-A.3,20010-000113-A.3
conga-TR3/RX-421BD aSUK1 A.1,20010-000114-A.1,20010-000114-A.1
conga-TR3/RX-421BD aSUK1 A.2,20010-000114-A.2,20010-000114-A.2
conga-TR3/RX-421BD aSUK1 A.3,20010-000114-A.3,20010-000114-A.3
RCC-3340-i5-6500TE-4128S X.0,20010-000115-X.0,20010-000115-X.0
TPC-9122P-C-1217 X.0,20010-000116-X.0,20010-000116-X.0
conga-TW77/1020E aGWX2 A.0,20010-000117-A.0,20010-000117-A.0
"EBC-3330N-J1900-464M-WS7P-Wifi_Ant_Adap-Pwd,A.1",20010-000118-A.1,20010-000118-A.1
"EBC-3370N-QA5-N4200-832E-Adap-Pwd,X.0",20010-000119-X.0,20010-000119-X.0
ELOC3 (Ver A2)_CNH_EXT,20010-000120-A.2,20010-000120-A.2
System-Assy CNH Sigfox GPS Tracker X.0,20010-000120-X.0,20010-000120-X.0
RFID Tag 13.56MHz PVC disk,20010-000121-A.0,20010-000121-A.0
"TPC-5215-J1900-464S-Adap-EU_Pwd,A.1",20010-000122-A.1,20010-000122-A.1
"TPC-5215-J1900-464S-Adap-US_Pwd,A.1",20010-000123-A.1,20010-000123-A.1
"01-ASY143.PROTO 6.2"" Player Tracking",20010-000124-A.0,20010-000124-A.0
"02-ASY111.PROTO Sub Assy, Dual Magnetic Card Reader, Vector II",20010-000125-A.0,20010-000125-A.0
"02-ASY113.PROTO Sub Assy, PCB Module, iMX6",20010-000126-A.0,20010-000126-A.0
"EBC-3370N-QA5-N4200-832E-SDHC,OKI,X.1",20010-000127-X.1,20010-000127-X.1
"EBC-3370N-QA5-N4200-832E-SDHC,OKI,X.2",20010-000128-X.2,20010-000128-X.2
"EBC-3370N-QA5-N4200-432E-SDHC,OKI,A.0",20010-000129-A.0,20010-000129-A.0
"EBC-3370N-QA5-N4200-432E-SDHC,OKI, A.1",20010-000129-A.1,20010-000129-A.1
"EBC-3370N-QA5-N4200-432E-SDHC,OKI,X.3",20010-000129-X.3,20010-000129-X.3
"EBC-3370N-QA5-N4200-432E-SDHC,OKI,X.4",20010-000129-X.4,20010-000129-X.4
"EBC-3370N-QA5-N4200-432E-SDHC,OKI,X.5",20010-000129-X.5,20010-000129-X.5
ELOC3 (Ver A2)_CNH_BAT,20010-000130-A.2,20010-000130-A.2
ELOC3 (Ver A3)_CNH_BAT,20010-000130-A.3,20010-000130-A.3
ELOC3 (Ver A5)_CNH_BAT,20010-000130-A.5,20010-000130-A.5
ELOC3 (Ver A5B)_CNH_BAT,20010-000130-A5B,20010-000130-A5B
ELOC3 (Ver A5C)_CNH_BAT,20010-000130-A5C,20010-000130-A5C
ELOC3 (Ver A2)_CNH_H2N1,20010-000132-A.2,20010-000132-A.2
ELOC3 (Ver B1)_CNH_EXT,20010-000133-B.1,20010-000133-B.1
ELOC3 (Ver B1)_CNH_BAT,20010-000134-B.1,20010-000134-B.1
ELOC3 (Ver B1)_CNH_H2N1,20010-000135-B.1,20010-000135-B.1
ELOC3(Ver B1)_H2N2,20010-000136-B.1,20010-000136-B.1
U7-130 CPU-N2807-4G,20010-000137-A.0,20010-000137-A.0
U7-131 CPU-E3815-1G,20010-000138-A.0,20010-000138-A.0
conga-TS170/i3-6100E aGE4 A.0,20010-000139-A.0,20010-000139-A.0
conga-TS170/i3-6100E aGE4 A.1,20010-000139-A.1,20010-000139-A.1
"RFID label 13.56MHz, WT-LA1",20010-000140-A.0,20010-000140-A.0
"RFID label 13.56MHz, RXIL-136MC1-D30-00",20010-000141-A.0,20010-000141-A.0
TPC-5220-4500H A.0,20010-000142-A.0,20010-000142-A.0
Product Assy TPC-5220-464S-WS2 A.0,20010-000144-A.0,20010-000144-A.0
U7-130PAS CPU N2807-4G,20010-000146-A.0,20010-000146-A.0
U7-130PAS CPU N2807-4G (SSD-mSATA 32G),20010-000146-A.1,20010-000146-A.1
U7-130PAS CPU N2807-4G (SSD-mSATA 32G) Ver B.0,20010-000146-B.0,20010-000146-B.0
conga-TS170/i3-6100E aGE5 A.0,20010-000147-A.0,20010-000147-A.0
"EBC-3311-J1900-432M-WS7E-Adap-Pwd,A.1",20010-000148-A.1,20010-000148-A.1
conga-TR4/V1000 aESA1 B.0,20010-000149-B.0,20010-000149-B.0
conga-TR4/V1000 aESA1 B.1,20010-000149-B.1,20010-000149-B.1
conga-TR4/V1000 aESA2 B.0,20010-000150-B.0,20010-000150-B.0
conga-TR4/V1000 aESA2 B.1,20010-000150-B.1,20010-000150-B.1
conga-TS175/i7-7820EQ aSIE1 A.0,20010-000151-A.0,20010-000151-A.0
conga-EAF/T44R aDAM1 A.0,20010-000152-A.0,20010-000152-A.0
conga-TS170/i3-6100E aISM1 A.0,20010-000153-A.0,20010-000153-A.0
U7-232JD-128G-W7,20010-000154-A.0,20010-000154-A.0
U7-232,20010-000155-A.0,20010-000155-A.0
Barebone AIH,20010-000156-A.0,20010-000156-A.0
Barebone AIH,20010-000156-A.1,20010-000156-A.1
Barebone AIH V3C6 PCBA w/o CPU,20010-000156-V.1,20010-000156-V.1
Barebone w/CPU Fanless System; CPU Braswell Atom x5-E8000; V1C4-E800,20010-000157-V.1,20010-000157-V.1
Barebone w/CPU Fanless System; AIM-3955U; V2C6-3955U,20010-000158-A.0,20010-000158-A.0
Barebone w/CPU Fanless System; CPU Skylake U Celeron 3955U; V2C6-3955,20010-000158-V.1,20010-000158-V.1
Barebone w/CPU Fanless System; AIM-3955U; V2C6-3955U V.2,20010-000158-V.2,20010-000158-V.2
Barebone w/CPU Fanless System; CPU Braswell Celeron N3160; V1C4-3160,20010-000159-V.1,20010-000159-V.1
"Barebone w/CPU Fanless System; AIM-6600U, V2C6-6600U",20010-000160-A.0,20010-000160-A.0
Barebone w/CPU Fanless System; CPU Skylake U i7-6600U; V2C6-6600,20010-000160-V.1,20010-000160-V.1
"Barebone w/CPU Fanless System; AIM-6600U, V2C6-6600U V.2",20010-000160-V.2,20010-000160-V.2
Barebone w/CPU Fanless System; AIM-6300U; V2C6-6300U,20010-000161-A.0,20010-000161-A.0
Barebone w/CPU Fanless System; CPU Skylake U i5-6300U; V2C6-6300,20010-000161-V.1,20010-000161-V.1
Barebone w/CPU Fanless System; AIM-6300U; V2C6-6300U V.2,20010-000161-V.2,20010-000161-V.2
Barebone w/CPU Fanless System; AIM-6100U; V2C6-6100U,20010-000162-A.0,20010-000162-A.0
Barebone w/CPU Fanless System; CPU Skylake U i3-6100U; V2C6-6100,20010-000162-V.1,20010-000162-V.1
Barebone w/CPU Fanless System; AIM-6100U; V2C6-6100U V.2,20010-000162-V.2,20010-000162-V.2
conga-BIM aABI A.3,20010-000163-A.3,20010-000163-A.3
conga-TCA3/E3845 aOPT1 A.0,20010-000164-A.0,20010-000164-A.0
U7-232-32G,20010-000165-A.0,20010-000165-A.0
Barebone AIH-EP1,20010-000167-A.0,20010-000167-A.0
Barebone AIH-EP1;w/ FAN,20010-000167-A.1,20010-000167-A.1
Barebone AIH-EP1;w/ FAN,20010-000167-A.2,20010-000167-A.2
01-MIDIFP.150 MIDI Field Processor Assembly (w/o PSU),20010-000168-150,20010-000168-150
01-MIDIFP.150 MIDI Field Processor Assembly (w/o PSU),20010-000168-160,20010-000168-160
Barebone AIHL,20010-000169-A.0,20010-000169-A.0
Barebone AIHL,20010-000169-A.1,20010-000169-A.1
Barebone AIHL,20010-000169-X.1,20010-000169-X.1
Barebone AIHD,20010-000170-X.0,20010-000170-X.0
AIHDP-P4E1-i2-Barebone,042830-000000-000000,20010-000171-A.0
AIHDP-P4E1-i2-Barebone,20010-000171-A.1,20010-000171-A.1
Barebone; AIHD-P4E1,20010-000171-X.0,20010-000171-X.0
Barebone AIH-EP1N(無開孔) V2,20010-000172-A.0,20010-000172-A.0
Barebone AIH-EP1N(無開孔),20010-000172-A.1,20010-000172-A.1
Barebone AIH-EP1N(無開孔),20010-000172-X.0,20010-000172-X.0
Barebone w/CPU Fanless System; AIML-6600U; V2CE6-6600U,20010-000173-A.0,20010-000173-A.0
Barebone w/CPU Fanless System; AIML-6600U; V2CE6-6600U V.2,20010-000173-V.2,20010-000173-V.2
ELOC3 (Ver A6D)_H2NEXTMON,20010-000174-A6D,20010-000174-A6D
ELOC3 (Ver A6D)_H2N_BAT,20010-000175-A6D,20010-000175-A6D
ELOC3 (Ver A6D)_H2NEXTTRACK,20010-000176-A6D,20010-000176-A6D
Barebone w/CPU Fanless System; AIML-6300U; V2CE6-6300U,20010-000177-A.0,20010-000177-A.0
Barebone w/CPU Fanless System; AIML-6300U; V2CE6-6300U V.2,20010-000177-V.2,20010-000177-V.2
Barebone w/CPU Fanless System; AIML-6100U; V2CE6-6100U,20010-000178-A.0,20010-000178-A.0
Barebone w/CPU Fanless System; AIML-6100U; V2CE6-6100U V.2,20010-000178-V.2,20010-000178-V.2
Barebone w/CPU Fanless System; AIML-3955U; V2CE6-3955U,20010-000179-A.0,20010-000179-A.0
Barebone w/CPU Fanless System; AIML-3955U; V2CE6-3955U V.2,20010-000179-V.2,20010-000179-V.2
Barebone AIHL-EP1N(無開孔) V2,20010-000180-A.0,20010-000180-A.0
Barebone AIHL-EP1N(無開孔),20010-000180-A.1,20010-000180-A.1
Barebone AIHDP;w/ FAN,20010-000181-A.0,20010-000181-A.0
Barebone AIHDP;w/ FAN,20010-000181-A.1,20010-000181-A.1
Barebone AIHL-EP1;w/ FAN,20010-000182-A.0,20010-000182-A.0
Barebone AIHL-EP1;w/ FAN,20010-000182-A.1,20010-000182-A.1
ELOC3 (Ver A5)_ET1,20010-000183-A5A,20010-000183-A5A
"EPS-8100 Rev.B (9110840 EPS-8100 8 Port Gigabit Ethernet Switch,with Heat Sink)",20010-000185-B.0,20010-000185-B.0
ELOC3 (Ver A6)_CT1,20010-000186-A6A,20010-000186-A6A
ELOC3 (Ver A6F)_CT1,20010-000186-A6F,20010-000186-A6F
ELOC3 (Ver A7A)_CT1,20010-000186-A7A,20010-000186-A7A
ELOC3 (Ver A7B)_CT1,20010-000186-A7B,20010-000186-A7B
ELOC3 (Ver A7C)_CT1,20010-000186-A7C,20010-000186-A7C
Barebone AIHL-NI,20010-000187-A.0,20010-000187-A.0
AIHL/Barebone,20010-000187-A.1,20010-000187-A.1
Barebone AIHL-NI,20010-000187-V.3,20010-000187-V.3
ELOC3 (Ver A6F)_CT1_RCZ4,20010-000188-A6F,20010-000188-A6F
Barebone w/CPU Fanless System; AIM7-7300Pi; CPU i5-7300U,20010-000189-A.0,20010-000189-A.0
Barebone w/CPU Fanless System; AIM7-7300Pi; CPU i5-7300U,10036-111034-0V2,20010-000189-V.2
Barebone w/CPU Fanless System; AIM7-7100Pi; CPU i3-7100U,20010-000190-A.0,20010-000190-A.0
Barebone w/CPU Fanless System; AIM7-7100Pi; CPU i3-7100U,10036-111035-0V2,20010-000190-V.2
Barebone w/CPU Fanless System; AIML7-7300i; CPU i5-7300U,20010-000191-A.0,20010-000191-A.0
Barebone w/CPU Fanless System; AIML7-7300i; CPU i5-7300U,10036-111038-0V2,20010-000191-V.2
Barebone w/CPU Fanless System; AIML7-7100i; CPU i3-7100U,20010-000192-A.0,20010-000192-A.0
Barebone w/CPU Fanless System; AIML7-7100i; CPU i3-7100U,10036-111039-0V2,20010-000192-V.2
AIHL/i5-6500TE,012070-000000-000000,20010-000193-A.0
AIH/Barebone,20010-000194-A.0,20010-000194-A.0
AIH Barebone,20010-000194-A.1,20010-000194-A.1
AIH-EP1N/Barebone,10005-123010-0V1,20010-000195-A.0
AIH-EP1N/Barebone,20010-000195-A.1,20010-000195-A.1
AIHL-EP1N/Barebone,10005-123012-0V1,20010-000196-A.0
AIHL-EP1N/Barebone,20010-000196-A.1,20010-000196-A.1
AIH-EP1/Barebone,10005-123009-0V1,20010-000197-A.0
AIH-EP1/Barebone,20010-000197-A.1,20010-000197-A.1
AIHL-EP1/Barebone,10005-123011-0V1,20010-000198-A.0
AIHL-EP1,20010-000198-A.1,20010-000198-A.1
AIHDP-i/Barebone,10005-122004-0V1,20010-000199-A.0
AIHDP-i/Barebone,20010-000199-A.1,20010-000199-A.1
AIHDP-P4E1-i/Barebone,10005-122005-0V1,20010-000200-A.0
AIHDP-P4E1-i/Barebone,20010-000200-A.1,20010-000200-A.1
System Assembly Tyro,20010-000204-A.0,20010-000204-A.0
System Assembly Tyro,20010-000204-X.0,20010-000204-X.0
ABOX5700-R2C6-19-000899,049060-000079-000899,20010-000206-A.0
ABOX5700-R4C6-19-000899,049050-000079-000899,20010-000207-A.0
AIMD6-3955-2R,050070-000000-000000,20010-000208-A.0
EPMe-30EAP Assy 3.01B,20010-000209-301,20010-000209-301
AIHDP-P4E2-i,043520-000000-000000,20010-000210-A.0
01-ASY135.140 Cougar Paging Transmitter (w/o PSU),20010-000211-140,20010-000211-140
AIH-EP2,20010-000212-A.0,20010-000212-A.0
AIH-W1,20010-000213-A.0,20010-000213-A.0
"9110844 EPS-8100 8 Port Gigabit Ethernet Switch, customized.",20010-000214-B.0,20010-000214-B.0
TX125-EN Transmitting Control,20010-A00001-A.0,20010-A00001-A.0
01-MINIFP.130 MINI Field Processor,20010-A00002-A.0,20010-A00002-A.0
MPA3 Assembly Rev0.4,20010-A00003-A.0,20010-A00003-A.0
01-ASY113.110 JDC,20010-A00004-A.0,20010-A00004-A.0
"15.005.00015-A.0 GMI-15"" product assembly",20010-A00005-A.0,20010-A00005-A.0
"15.005.00021-A.0 IMI-15"" product assembly, IP65, AC input",20010-A00006-A.0,20010-A00006-A.0
Logistic-UX Interface Converter Unit,20010-A00007-A.0,20010-A00007-A.0
GE10P ASS Displayer3 Performance Rev01,20010-A00008-A.0,20010-A00008-A.0
GE10P.0200 DISPLAYER3 (EU) Rev.03,20010-A00009-03,20010-A00009-0.3
GE10P.0205 DISPLAYER3 (FLUNCH),20010-A00010-03,20010-A00010-0.3
GE10P.0200 DISPLAYER3 (3G),20010-A00011-A.0,20010-A00011-A.0
GE10P.0201 DISPLAYER3 (UK),20010-A00012-A.0,20010-A00012-A.0
GE10P.0200 DISPLAYER3 (WIFI),20010-A00013-A.0,20010-A00013-A.0
GE10P.0200 DISPLAYER3 (HDMI),20010-A00014-A.0,20010-A00014-A.0
GE10P.0201 DISPLAYER3 (HDMI),20010-A00015-A.0,20010-A00015-A.0
GE10P.1200 DISPLAYER3 (US),20010-A00016-A.0,20010-A00016-A.0
"GE10SB.ASS, DISPLAYER3 SB ASSEMBLY Displayer mini Rev.02",20010-A00017-A.0,20010-A00017-A.0
GE10SB ASS Displayer mini Rev.03,20010-A00018-03,20010-A00018-0.3
GE10SB ASS Displayer mini Rev.02,20010-A00019-02,20010-A00019-0.2
GE10SB.0200 DISPLAYER3 MINI Rev.03,20010-A00020-01,20010-A00020-0.3
GE10SB.0200 DISPLAYER3 MINI Rev.01,20010-A00020-01,20010-A00020-01
"GE10S.ASS.SB, DISPLAYER3 S ASSEMBLY WITH SB SINGLE BOARD(U12-08-01) GE10S Rev.00",20010-A00021-00,20010-A00021-0.0
"GE10S.ASS.SB, DISPLAYER3 S ASSEMBLY WITH SB SINGLE BOARD(U12-08-01) GE10S Rev.00",20010-A00022-00,20010-A00022-0.0
GE10S ASS SB Displayer3 with Single Board Rev.00,20010-A00023-00,20010-A00023-0.0
01-ASY113XA945 Jackpot Display Controller,20010-A00024-A.0,20010-A00024-A.0
01-ASY113.110 XA945 Jackpot Display Controller,20010-A00025-A.0,20010-A00025-A.0
G10HP.ASS,20010-A00026-A.0,20010-A00026-A.0
GE10HP.0200 DISPLAYER3 (EU) Rev.01,20010-A00027-01,20010-A00027-0.1
01-ASY134.100 QCOM Machine Interface Card (QMIC) Assembly,20010-A00028-A.0,20010-A00028-A.0
Ultra-A10 Ruggedized Handheld,20010-A00029-A.0,20010-A00029-A.0
Logistic-UX 10.4'' Ruggedized Handheld Unit,20010-A00030-A.0,20010-A00030-A.0
01-ASY129.100 4 Port RAPID Fibre Optic Interface Unit,20010-A00031-A.0,20010-A00031-A.0
01-ASY129.110 4 Port RAPID Unit,20010-A00032-A.0,20010-A00032-A.0
GE11m system V1.1,20010-A00033-1.1,20010-A00033-1.1
01-ASY135.100 Cougar Paging Transmitter,20010-A00034-A.0,20010-A00034-A.0
01-ASY135.130 Cougar Paging Transmitter,20010-A00035-130,20010-A00035-130
01-ASY135.140 Cougar Paging Transmitter,20010-A00035-140,20010-A00035-140
01-ASY135.110 Cougar Paging Transmitter,20010-A00035-A.0,20010-A00035-A.0
"01-ASY137.100 Final Assy, Paging Transmitter, Network, Rev 1.00",20010-A00036-1.00,20010-A00036-100
01-ASY125AM.150 Aristocrat MVP Vector Unit,20010-A00037-A.0,20010-A00037-A.0
01-ASY125AX.150 Aristocrat Xcite Vector Unit,20010-A00038-A.0,20010-A00038-A.0
01-ASY125IB.150 IGT Bluechip Vector Unit,20010-A00039-A.0,20010-A00039-A.0
TPC-5220-4500H-RX0,20010-A00040-A.0,20010-A00040-A.0
TPC-5220-4500H-RX0,20010-A00041-A.0,20010-A00041-A.0
EF437A3 System,20010-A00042-A.0,20010-A00042-A.0
01-ASY125IG.150 IGT GU4 Vector Unit (with Backbox and Cover plate),20010-A00043-A.0,20010-A00043-A.0
01-ASY125AM.150 Aristocrat MVP Vector Unit (with Collar/Lowboy Top/Shroud),20010-A00044-A.0,20010-A00044-A.0
TPC-5215-4500H-RX0,20010-A00045-A.0,20010-A00045-A.0
TPC-5215-464S-RX0,20010-A00046-A.0,20010-A00046-A.0
TPC-5215-464S-A.1,20010-A00046-A.1,20010-A00046-A.1
EBC-3330-J1900-R5.RX0,20010-A00047-A.0,20010-A00047-A.0
EBC-3330-J1900-N.RX0,20010-A00048-A.0,20010-A00048-A.0
EBC-3330-J1900-G.RX0,20010-A00049-A.0,20010-A00049-A.0
EBC-3330-J1900-R2.RX0,20010-A00050-A.0,20010-A00050-A.0
EBC-3330-J1900-L.RX0,20010-A00051-A.0,20010-A00051-A.0
01-ASY125AG.150 Aruze Genex Vector Unit,20010-A00052-A.0,20010-A00052-A.0
Vector Module Kit - QLD (EX),20010-A00053-A.0,20010-A00053-A.0
Vector Module Kit - VIC,20010-A00054-A.0,20010-A00054-A.0
POC-120,20010-A00055-A.0,20010-A00055-A.0
"01-ASY138.120 Final Assy, Site ID Controller",20010-A00056-120,20010-A00056-120
"01-ASY138.130 Final Assy, Site ID Controller",01-ASY138.130,20010-A00056-130
01-ASY138.100 Site ID Controller,20010-A00056-A.0,20010-A00056-A.0
668743 conga-BS77/CSP-T PH1 A.1,20010-A00057-A.1,20010-A00057-A.1
EBC-3370-G.RX0,20010-A00058-X.0,20010-A00058-X.0
EBC-3370-L.RX0,20010-A00059-X.0,20010-A00059-X.0
EBC-3370-R2.RX0,20010-A00063-X.0,20010-A00063-X.0
EBC-3311-J1900-232S.RX0,20010-A00065-X.0,20010-A00065-X.0
EBC-3311-J1900-432S.RX0,20010-A00067-X.0,20010-A00067-X.0
EBC-3311-E3845-232M.RX0,20010-A00068-X.0,20010-A00068-X.0
EBC-3370-L-032M.RX0,20010-A00069-X.0,20010-A00069-X.0
EBC-3330-R5-E3845-232MW.RX0,20010-A00070-X.0,20010-A00070-X.0
PICO-05 (V32) System,20010-A00071-3.2,20010-A00071-3.2
"02-ASY105IB.140 Sub Assy, Mounting Plate Vector, IGT Bluechip (Sub Assy packing)",20010-A00072-1.4,20010-A00072-1.4
"02-ASY105IB.160 Sub Assy, Vector Mounting Plate, IGT Bluechip (Sub packing)",20010-A00072-160,20010-A00072-160
"02-ASY105IB.170 Sub Assy, Vector Mounting Plate, IGT Bluechip (Sub packing)",20010-A00072-170,20010-A00072-170
"02-ASY105AH.140 Sub Assy, Mounting Plate, Vector, Aristocrat Helix (Sub Assy packing)",20010-A00073-1.4,20010-A00073-1.4
EBC-3330-J1900-R5-BE01.R01,20010-A00074-01,20010-A00074-R01
"02-ASY105BDV.150 Sub Assy, Mounting Plate, Vector, Bally Dualos, Victoria (Sub Assy packing)",20010-A00075-1.5,20010-A00075-1.5
"02-ASY105BDV.170 Bally Dualos, VIC, Mounting Plate, Sub Assy (Sub packing)",20010-A00075-170,20010-A00075-170
"02-ASY105ICV.150 Sub Assy, Mounting Plate, Vector, IGT Neo Crystal, Victoria (Sub Assy packing)",20010-A00076-1.5,20010-A00076-1.5
"02-ASY105ICV.170 IGT Neo Crystal, VIC, Mounting Plate, Sub Assy (Sub packing)",20010-A00076-170,20010-A00076-170
"02-ASY105AHV.150 Sub Assy, Mounting Plate, Vector, Aristocrat Helix, Victoria (Sub Assy packing)",20010-A00077-1.5,20010-A00077-1.5
"02-ASY105AHV.160 Sub Assy, Vector Mounting Plate, Aristocrat Helix, Victoria (Sub packing)",20010-A00077-160,20010-A00077-160
"02-ASY105AHV.170 Aristocrat Helix, VIC, Mounting Plate, Sub Assy (Sub packing)",20010-A00077-170,20010-A00077-170
01-ASY130.120 JCOM 2 Final Assembly,20010-A00079-120,20010-A00079-120
01-ASY130.130 JCOM 2 Final Assembly,20010-A00079-130,20010-A00079-130
01-ASY130.110 JCOM 2 Final Assembly,20010-A00079-X.0,20010-A00079-X.0
01-ASY129.130 4 Port RAPID Unit,20010-A00080-120,20010-A00080-120
01-ASY129.130 4 Port RAPID Unit,20010-A00080-130,20010-A00080-130
01-ASY129.120 4 Port RAPID Unit,20010-A00080-A.0,20010-A00080-A.0
EBC-3370 EVT sample(/w Qseven MB),20010-A00082-A.0,20010-A00082-A.0
MPA3.3G Rev05,20010-A00083-A.0,20010-A00083-A.0
GE10P ASS Displayer3 Performance Rev01,20010-A00084-A.0,20010-A00084-A.0
GE10SB ASS Displayer mini Rev.02,20010-A00085-A.0,20010-A00085-A.0
EBC-3370 dummy sample(/w Qseven MB),20010-A00086-A.0,20010-A00086-A.0
AIMD6-3955-2R,050070-000000-000000,20010-C00208-A.0
"15.005.00018-A.0 FMI-15"" product assembly, IP69k, AC input",20020-000001-A.0,20020-000001-A.0
02-ASY105AT.160 Ainsworth A560ST Mounting plate Sub Assy (Sub packing),20020-000002-160,20020-000002-160
"02-ASY105AT.170 Sub Assy, Mounting Plate, Vector, Ainsworth A560T (Sub packing)",20020-000002-170,20020-000002-170
02-ASY105AV.160 Aristocrat Viridian Mounting plate Sub Assy (Sub packing),20020-000003-160,20020-000003-160
02-ASY105AV.170 Aristocrat Viridian Mounting plate Sub Assy (Sub packing),20020-000003-170,20020-000003-170
02-ASY105AV.180 Aristocrat Viridian Mounting plate Sub Assy (Sub packing),20020-000003-180,20020-000003-180
